 2.37955e-04  3.41420e-05 -8.27380e-05
5.62345e-04 2.90034e-04 7.67410e-05
-2.3194e-05  6.2664e-04  6.2745e-05
-0.00407067 -0.00333926  0.00063291
 0.00016824  0.0011419  -0.00032197
-0.00051694 -0.00030067 -0.0002316 
 0.00751256 -0.00662525 -0.00606818
-0.00139009  0.00088896  0.00038991
 0.00309899 -0.00073943 -0.00160842
 0.00052885 -0.00029992  0.00060897
-7.50580e-05  3.71056e-04  8.31533e-04
-0.00808579 -0.00122831  0.00255895
-0.00043189  0.00031395 -0.00060709
-0.00141775 -0.00013017 -0.00021951
0.01054673 0.01533833 0.00305204
 2.33090e-04 -7.35270e-05  2.54937e-04
-0.00041998 -0.00021909  0.00143741
-0.00012366  0.00022683 -0.00249088
-0.00829005 -0.0055194   0.00239558
 9.41211e-04 -4.13383e-04  1.53400e-05
-0.00083507  0.00143302  0.00049659
 0.00095946 -0.00181237 -0.00073183
 4.09972e-04  6.75270e-05 -2.25128e-04
 4.70350e-05  4.52720e-05 -2.24055e-04
-1.07576e-04 -7.17270e-05  1.18452e-04
 4.64167e-04 -3.00660e-05 -7.56060e-05
