-0.00020017 -0.00062992  0.00128083
-0.0033314  -0.00234818 -0.00391333
-2.567100e-05 -3.933891e-03 -4.776960e-03
 0.02087552  0.02224731 -0.0013253 
-0.00258251 -0.00839777  0.00443285
0.00439048 0.0036767  0.00242558
-0.05202731  0.02129624  0.02439413
 0.00547323 -0.00171803  0.00020686
-0.00868918  0.00148679  0.00528875
 0.00058705  0.00080771 -0.00069493
-3.989490e-04  1.022375e-03  5.162400e-05
 0.03028487 -0.00050822 -0.00856179
 0.00033612  0.0008675  -0.00189383
 0.00163729 -0.00225226 -0.00094203
-0.01004252 -0.04223408 -0.00298294
 0.00124143 -0.0014058  -0.00103104
-0.00159096 -0.00186152 -0.00568177
-0.0005015  -0.0049662   0.01046974
 0.02600771  0.0158221  -0.01193046
-0.00403408  0.00128741 -0.0008486 
-0.00063395 -0.00607937 -0.0041811 
-0.00618135  0.00714172  0.00090192
-6.44100e-06 -1.79485e-04 -3.72237e-04
-5.31900e-05  8.05350e-05 -3.60669e-04
-3.37098e-04  3.48562e-04  5.26580e-05
-3.23421e-04  4.15402e-04 -2.80350e-05
